AARS1	chr16	70251982	70289707	ENST00000261772.13	alanyl-tRNA synthetase 1
AARS2	chr6	44298730	44313347	ENST00000244571.5	alanyl-tRNA synthetase 2, mitochondrial
AARSD1	chr17	42950525	42964498	ENST00000427569.7	alanyl-tRNA synthetase domain containing 1
AASDH	chr4	56338286	56387508	ENST00000205214.11	aminoadipate-semialdehyde dehydrogenase
AASDHPPT	chr11	106075500	106098699	ENST00000278618.9	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
AASS	chr7	122064582	122144308	ENST00000417368.7	aminoadipate-semialdehyde synthase
AATBC	chr21	43805757	43812567		apoptosis associated transcript in bladder cancer
AATF	chr17	36948924	37056871	ENST00000619387.5	apoptosis antagonizing transcription factor
AATF	chr17_KI270857v1_alt	1185239	1293236	ENST00000619387.5	apoptosis antagonizing transcription factor
AATK	chr17	81110486	81166221	ENST00000326724.9	apoptosis associated tyrosine kinase
ABAT	chr16	8674595	8784575	ENST00000268251.13	4-aminobutyrate aminotransferase
ABCA1	chr9	104781005	104928155	ENST00000374736.8	ATP binding cassette subfamily A member 1
ABCA10	chr17	69147213	69244846	ENST00000690296.1	ATP binding cassette subfamily A member 10
ABCA12	chr2	214931541	215138626	ENST00000272895.12	ATP binding cassette subfamily A member 12
ABCA13	chr7	48171457	48647497	ENST00000435803.6	ATP binding cassette subfamily A member 13
ABCA2	chr9	137007233	137028915	ENST00000341511.11	ATP binding cassette subfamily A member 2
ABCA3	chr16	2275880	2340746	ENST00000301732.10	ATP binding cassette subfamily A member 3
ABCA4	chr1	93992833	94121148	ENST00000370225.4	ATP binding cassette subfamily A member 4
ABCA5	chr17	69244310	69327244	ENST00000392676.8	ATP binding cassette subfamily A member 5
ABCA6	chr17	69078701	69141895	ENST00000284425.7	ATP binding cassette subfamily A member 6
ABCA7	chr19	1039996	1065572	ENST00000263094.11	ATP binding cassette subfamily A member 7
ABCA8	chr17	68867288	68955392	ENST00000586539.6	ATP binding cassette subfamily A member 8
ABCA9	chr17	68974487	69060949	ENST00000340001.9	ATP binding cassette subfamily A member 9
ABCA9-AS1	chr17	68944530	69042784		ABCA9 antisense RNA 1
ABCB1	chr7	87503016	87713323	ENST00000622132.5	ATP binding cassette subfamily B member 1
ABCB10	chr1	229516581	229558707	ENST00000344517.5	ATP binding cassette subfamily B member 10
ABCB11	chr2	168915497	169031324	ENST00000650372.1	ATP binding cassette subfamily B member 11
ABCB11	chr2_GL383522v1_alt	109564	123060	ENST00000650372.1	ATP binding cassette subfamily B member 11
ABCB4	chr7	87401695	87480435	ENST00000649586.2	ATP binding cassette subfamily B member 4
ABCB5	chr7	20615666	20777038	ENST00000404938.7	ATP binding cassette subfamily B member 5
ABCB6	chr2	219209771	219218994	ENST00000265316.9	ATP binding cassette subfamily B member 6 (LAN blood group)
ABCB7	chrX	75051047	75156732	ENST00000373394.8	ATP binding cassette subfamily B member 7
ABCB8	chr7	151028421	151047782	ENST00000358849.9	ATP binding cassette subfamily B member 8
ABCB9	chr12	122920950	122981649	ENST00000280560.13	ATP binding cassette subfamily B member 9
ABCC1	chr16	15949137	16143257	ENST00000399410.8	ATP binding cassette subfamily C member 1 (ABCC1 blood group)
ABCC1	chr16_KI270853v1_alt	1607546	1800966	ENST00000399410.8	ATP binding cassette subfamily C member 1 (ABCC1 blood group)
ABCC10	chr6	43427365	43450430	ENST00000372530.9	ATP binding cassette subfamily C member 10
ABCC11	chr16	48165772	48247568	ENST00000356608.7	ATP binding cassette subfamily C member 11
ABCC12	chr16	48080881	48156018	ENST00000311303.8	ATP binding cassette subfamily C member 12
ABCC2	chr10	99782639	99852594	ENST00000647814.1	ATP binding cassette subfamily C member 2
ABCC3	chr17	50634776	50692253	ENST00000285238.13	ATP binding cassette subfamily C member 3
ABCC4	chr13	95019834	95301475	ENST00000645237.2	ATP binding cassette subfamily C member 4 (PEL blood group)
ABCC5	chr3	183919933	184017939	ENST00000334444.11	ATP binding cassette subfamily C member 5
ABCC5-AS1	chr3	184006337	184011419		ABCC5 antisense RNA 1
ABCC6	chr16	16149564	16223522	ENST00000205557.12	ATP binding cassette subfamily C member 6
ABCC6	chr16_KI270853v1_alt	1806847	1881517	ENST00000205557.12	ATP binding cassette subfamily C member 6
ABCC8	chr11	17392497	17476894	ENST00000389817.8	ATP binding cassette subfamily C member 8
ABCC9	chr12	21797388	21942543	ENST00000261200.9	ATP binding cassette subfamily C member 9
ABCD1	chrX	153724855	153744755	ENST00000218104.6	ATP binding cassette subfamily D member 1
ABCD2	chr12	39550032	39619803	ENST00000308666.4	ATP binding cassette subfamily D member 2
ABCD3	chr1	94418388	94518666	ENST00000370214.9	ATP binding cassette subfamily D member 3
ABCD4	chr14	74285268	74303055	ENST00000356924.9	ATP binding cassette subfamily D member 4
ABCE1	chr4	145098287	145129524	ENST00000296577.9	ATP binding cassette subfamily E member 1
ABCF1	chr6	30571392	30597179	ENST00000326195.13	ATP binding cassette subfamily F member 1
ABCF1	chr6_GL000251v2_alt	2051097	2076903	ENST00000326195.13	ATP binding cassette subfamily F member 1
ABCF1	chr6_GL000252v2_alt	1827202	1853009	ENST00000326195.13	ATP binding cassette subfamily F member 1
ABCF1	chr6_GL000253v2_alt	1881604	1907409	ENST00000326195.13	ATP binding cassette subfamily F member 1
ABCF1	chr6_GL000254v2_alt	1915421	1941226	ENST00000326195.13	ATP binding cassette subfamily F member 1
ABCF1	chr6_GL000255v2_alt	1826462	1852267	ENST00000326195.13	ATP binding cassette subfamily F member 1
ABCF1	chr6_GL000256v2_alt	1872132	1897937	ENST00000326195.13	ATP binding cassette subfamily F member 1
ABCF2	chr7	151211483	151227205	ENST00000287844.7	ATP binding cassette subfamily F member 2
ABCF3	chr3	184186094	184194012	ENST00000429586.7	ATP binding cassette subfamily F member 3
ABCG1	chr21	42199688	42304389	ENST00000398449.8	ATP binding cassette subfamily G member 1
ABCG2	chr4	88090149	88231628	ENST00000237612.8	ATP binding cassette subfamily G member 2 (JR blood group)
ABCG4	chr11	119149051	119162653	ENST00000619701.5	ATP binding cassette subfamily G member 4
ABCG5	chr2	43812471	43838865	ENST00000405322.8	ATP binding cassette subfamily G member 5
ABCG8	chr2	43831941	43882988	ENST00000272286.4	ATP binding cassette subfamily G member 8
ABHD1	chr2	27123788	27130812	ENST00000316470.9	abhydrolase domain containing 1
ABHD10	chr3	111979009	111993368	ENST00000273359.8	abhydrolase domain containing 10, depalmitoylase
ABHD11	chr7	73736093	73738852	ENST00000222800.8	abhydrolase domain containing 11
ABHD12	chr20	25294741	25390835	ENST00000339157.10	abhydrolase domain containing 12, lysophospholipase
ABHD12B	chr14	50872052	50904970	ENST00000337334.7	abhydrolase domain containing 12B
ABHD13	chr13	108218391	108234243	ENST00000375898.4	abhydrolase domain containing 13
ABHD14A	chr3	51971425	51981196	ENST00000273596.8	abhydrolase domain containing 14A
ABHD14B	chr3	51968509	51983409	ENST00000361143.10	abhydrolase domain containing 14B
ABHD15	chr17	29560546	29567037	ENST00000307201.5	abhydrolase domain containing 15
ABHD15-AS1	chr17	29560546	29707090		ABHD15 antisense RNA 1
ABHD16A	chr6	31686954	31703356	ENST00000395952.8	abhydrolase domain containing 16A, phospholipase
ABHD16A	chr6_GL000251v2_alt	3164238	3180705	ENST00000395952.8	abhydrolase domain containing 16A, phospholipase
ABHD16A	chr6_GL000252v2_alt	2934712	2951180	ENST00000395952.8	abhydrolase domain containing 16A, phospholipase
ABHD16A	chr6_GL000253v2_alt	2991995	3008464	ENST00000395952.8	abhydrolase domain containing 16A, phospholipase
ABHD16A	chr6_GL000254v2_alt	3028820	3045289	ENST00000395952.8	abhydrolase domain containing 16A, phospholipase
ABHD16A	chr6_GL000255v2_alt	2942772	2959248	ENST00000395952.8	abhydrolase domain containing 16A, phospholipase
ABHD16A	chr6_GL000256v2_alt	2986233	3002713	ENST00000395952.8	abhydrolase domain containing 16A, phospholipase
ABHD16B	chr20	63861497	63862988	ENST00000369916.5	abhydrolase domain containing 16B
ABHD17A	chr19	1876809	1885496	ENST00000292577.12	abhydrolase domain containing 17A, depalmitoylase
ABHD17B	chr9	71862451	71911193	ENST00000333421.7	abhydrolase domain containing 17B, depalmitoylase
ABHD17C	chr15	80679683	80755621	ENST00000258884.5	abhydrolase domain containing 17C, depalmitoylase
ABHD18	chr4	127965314	128039953	ENST00000645843.2	abhydrolase domain containing 18
ABHD2	chr15	89087458	89202355	ENST00000352732.10	abhydrolase domain containing 2, acylglycerol lipase
ABHD3	chr18	21650900	21704780	ENST00000289119.7	abhydrolase domain containing 3, phospholipase
ABHD4	chr14	22598289	22612963	ENST00000428304.7	abhydrolase domain containing 4, N-acyl phospholipase B
ABHD5	chr3	43690107	43734371	ENST00000644371.2	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase
ABHD6	chr3	58237531	58295693	ENST00000478253.6	abhydrolase domain containing 6, acylglycerol lipase
ABHD8	chr19	17292130	17310236	ENST00000247706.4	abhydrolase domain containing 8
ABI1	chr10	26746592	26861087	ENST00000376140.4	abl interactor 1
ABI2	chr2	203328279	203447728	ENST00000261018.12	abl interactor 2
ABI3	chr17	49210410	49223225	ENST00000225941.6	ABI family member 3
ABI3BP	chr3	100749155	100993515	ENST00000471714.6	ABI family member 3 binding protein
ABITRAM	chr9	108934399	108950744	ENST00000322940.11	actin binding transcription modulator
ABL1	chr9	130713042	130887675	ENST00000318560.6	ABL proto-oncogene 1, non-receptor tyrosine kinase
ABL2	chr1	179099329	179229684	ENST00000502732.6	ABL proto-oncogene 2, non-receptor tyrosine kinase
ABLIM1	chr10	114431109	114768061	ENST00000533213.7	actin binding LIM protein 1
ABLIM2	chr4	7965309	8158832	ENST00000447017.7	actin binding LIM protein family member 2
ABLIM3	chr5	149141482	149260542	ENST00000309868.12	actin binding LIM protein family member 3
ABO	chr9	133233277	133276024		ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
ABO	chr9_KN196479v1_fix	76357	102118		ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase
ABR	chr17	1003518	1229738	ENST00000302538.10	ABR activator of RhoGEF and GTPase
ABR	chr17_KI270862v1_alt	42765	231794	ENST00000302538.10	ABR activator of RhoGEF and GTPase
ABR	chr17_KI270910v1_alt	42765	155453	ENST00000302538.10	ABR activator of RhoGEF and GTPase
ABR-AS1	chr17	1181626	1191183		ABR antisense RNA 1
ABR-AS1	chr17_KI270862v1_alt	226364	229558		ABR antisense RNA 1
ABRA	chr8	106759482	106770244	ENST00000311955.4	actin binding Rho activating protein
ABRACL	chr6	139028744	139043302	ENST00000367660.4	ABRA C-terminal like
ABRAXAS1	chr4	83459516	83523348	ENST00000321945.12	abraxas 1, BRCA1 A complex subunit
ABRAXAS2	chr10	124801818	124836667	ENST00000298492.6	abraxas 2, BRISC complex subunit
ABT1	chr6	26596952	26600739	ENST00000274849.3	activator of basal transcription 1
ABT1	chr6_MU273357v1_alt	143150	146937	ENST00000274849.3	activator of basal transcription 1
ABTB1	chr3	127672934	127680926	ENST00000232744.13	ankyrin repeat and BTB domain containing 1
ABTB2	chr11	34150986	34358010	ENST00000435224.3	ankyrin repeat and BTB domain containing 2
ABTB3	chr12	107318420	107659642	ENST00000280758.10	ankyrin repeat and BTB domain containing 3
ACAA1	chr3	38103128	38137242	ENST00000333167.13	acetyl-CoA acyltransferase 1
ACAA2	chr18	49782163	49813953	ENST00000285093.15	acetyl-CoA acyltransferase 2
ACACA	chr17	37084991	37406836	ENST00000616317.5	acetyl-CoA carboxylase alpha
ACACA	chr17_KI270857v1_alt	1320987	1645974	ENST00000616317.5	acetyl-CoA carboxylase alpha
ACACB	chr12	109116586	109268226	ENST00000338432.12	acetyl-CoA carboxylase beta
ACAD10	chr12	111686052	111757107	ENST00000313698.9	acyl-CoA dehydrogenase family member 10
ACAD11	chr3	132558137	132660082	ENST00000264990.11	acyl-CoA dehydrogenase family member 11
ACAD8	chr11	134253547	134265855	ENST00000281182.9	acyl-CoA dehydrogenase family member 8
ACAD9	chr3	128879595	128924003	ENST00000308982.12	acyl-CoA dehydrogenase family member 9
ACAD9-DT	chr3	128854555	128879590		ACAD9 divergent transcript
ACADL	chr2	210187125	210225447	ENST00000233710.4	acyl-CoA dehydrogenase long chain
ACADM	chr1	75724430	75787575	ENST00000370841.9	acyl-CoA dehydrogenase medium chain
ACADS	chr12	120725773	120740008	ENST00000242592.9	acyl-CoA dehydrogenase short chain
ACADSB	chr10	123008978	123058290	ENST00000358776.7	acyl-CoA dehydrogenase short/branched chain
ACADVL	chr17	7217124	7225266	ENST00000356839.10	acyl-CoA dehydrogenase very long chain
ACAN	chr15	88803435	88875353	ENST00000560601.4	aggrecan
ACAP1	chr17	7336528	7351477	ENST00000158762.8	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
ACAP1	chr17_ML143374v1_fix	94893	109842	ENST00000158762.8	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1
ACAP2	chr3	195274744	195443044	ENST00000326793.11	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
ACAP2-IT1	chr3	195280722	195282741		ACAP2 intronic transcript 1
ACAP3	chr1	1292389	1309609	ENST00000354700.10	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
ACAT1	chr11	108116694	108148957	ENST00000265838.9	acetyl-CoA acetyltransferase 1
ACAT2	chr6	159762044	159779112	ENST00000367048.5	acetyl-CoA acetyltransferase 2
ACBD3	chr1	226144678	226186741	ENST00000366812.6	acyl-CoA binding domain containing 3
ACBD3-AS1	chr1	226133244	226155071		ACBD3 antisense RNA 1
ACBD4	chr17	45132599	45144181	ENST00000321854.13	acyl-CoA binding domain containing 4
ACBD5	chr10	27168134	27243046	ENST00000396271.8	acyl-CoA binding domain containing 5
ACBD6	chr1	180269652	180502954	ENST00000367595.4	acyl-CoA binding domain containing 6
ACBD7	chr10	15075474	15088776	ENST00000356189.6	acyl-CoA binding domain containing 7
ACCS	chr11	44065924	44084237	ENST00000263776.9	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
ACCSL	chr11	44047980	44059977	ENST00000378832.1	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like
ACD	chr16	67657511	67660810	ENST00000620761.6	ACD shelterin complex subunit and telomerase recruitment factor
ACE	chr17	63477060	63498380	ENST00000290866.10	angiotensin I converting enzyme
ACE2	chrX	15494565	15607236	ENST00000252519.8	angiotensin converting enzyme 2
ACE2-DT	chrX	15602857	15621485		ACE2 divergent transcript
ACER1	chr19	6306141	6333612	ENST00000301452.5	alkaline ceramidase 1
ACER2	chr9	19409008	19452505	ENST00000340967.3	alkaline ceramidase 2
ACER3	chr11	76860858	77026797	ENST00000532485.6	alkaline ceramidase 3
ACER3-AS1	chr11	76955416	77035684		ACER antisense RNA 1
ACHE	chr7	100889993	100896974	ENST00000241069.11	acetylcholinesterase (Yt blood group)
ACIN1	chr14	23058563	23095614	ENST00000605057.6	apoptotic chromatin condensation inducer 1
ACKR1	chr1	159204874	159206500	ENST00000368122.4	atypical chemokine receptor 1 (Duffy blood group)
ACKR2	chr3	42804751	42887974	ENST00000422265.6	atypical chemokine receptor 2
ACKR3	chr2	236567786	236582354	ENST00000272928.4	atypical chemokine receptor 3
ACKR4	chr3	132597269	132618967	ENST00000249887.3	atypical chemokine receptor 4
ACKR5	chr12	56994491	56998447	ENST00000300098.3	atypical chemokine receptor 5
ACLY	chr17	41866916	41930542	ENST00000352035.7	ATP citrate lyase
ACMSD	chr2	134838615	134902034	ENST00000356140.10	aminocarboxymuconate semialdehyde decarboxylase
ACO1	chr9	32384602	32454769	ENST00000309951.8	aconitase 1
ACO2	chr22	41447829	41529273	ENST00000216254.9	aconitase 2
ACOD1	chr13	76948510	76958638	ENST00000377462.6	aconitate decarboxylase 1
ACOT1	chr14	73537142	73543796	ENST00000311148.9	acyl-CoA thioesterase 1
ACOT11	chr1	54542256	54639192	ENST00000343744.7	acyl-CoA thioesterase 11
ACOT12	chr5	81329995	81394179	ENST00000307624.8	acyl-CoA thioesterase 12
ACOT13	chr6	24667034	24705065	ENST00000230048.5	acyl-CoA thioesterase 13
ACOT2	chr14	73567619	73575658	ENST00000238651.10	acyl-CoA thioesterase 2
ACOT4	chr14	73591872	73595766	ENST00000326303.5	acyl-CoA thioesterase 4
ACOT6	chr14	73610944	73619888	ENST00000645972.2	acyl-CoA thioesterase 6
ACOT7	chr1	6264268	6393767	ENST00000361521.9	acyl-CoA thioesterase 7
ACOT8	chr20	45841720	45857405	ENST00000217455.9	acyl-CoA thioesterase 8
ACOT9	chrX	23701054	23766475	ENST00000379303.10	acyl-CoA thioesterase 9
ACOX1	chr17	75941506	75979177	ENST00000293217.10	acyl-CoA oxidase 1
ACOX2	chr3	58505135	58537283	ENST00000302819.10	acyl-CoA oxidase 2
ACOX3	chr4	8366281	8440723	ENST00000356406.10	acyl-CoA oxidase 3, pristanoyl
ACOXL	chr2	110732538	111118548	ENST00000439055.6	acyl-CoA oxidase like
ACOXL-AS1	chr2	111098344	111116407		ACOXL antisense RNA 1
ACP1	chr2	264139	278283	ENST00000272065.10	acid phosphatase 1
ACP2	chr11	47239301	47248906	ENST00000672073.1	acid phosphatase 2, lysosomal
ACP3	chr3	132317368	132368302	ENST00000336375.10	acid phosphatase 3
ACP4	chr19	50790414	50795219	ENST00000270593.2	acid phosphatase 4
ACP5	chr19	11574652	11579993	ENST00000648477.1	acid phosphatase 5, tartrate resistant
ACP6	chr1	147629651	147670524	ENST00000583509.7	acid phosphatase 6, lysophosphatidic
ACP7	chr19	39083912	39111493	ENST00000331256.10	acid phosphatase 7, tartrate resistant (putative)
ACR	chr22	50738195	50745339	ENST00000216139.10	acrosin
ACR	chr22_KQ759762v2_fix	74315	81453	ENST00000216139.10	acrosin
ACRBP	chr12	6638074	6647433	ENST00000229243.7	acrosin binding protein
ACRV1	chr11	125671521	125680874	ENST00000533904.6	acrosomal vesicle protein 1
ACSBG1	chr15	78167467	78245688	ENST00000258873.9	acyl-CoA synthetase bubblegum family member 1
ACSBG2	chr19	6135246	6193094	ENST00000588485.6	acyl-CoA synthetase bubblegum family member 2
ACSF2	chr17	50426157	50474845	ENST00000300441.9	acyl-CoA synthetase family member 2
ACSF3	chr16	89088374	89164121	ENST00000614302.5	acyl-CoA synthetase family member 3
ACSL1	chr4	184755594	184826818	ENST00000281455.7	acyl-CoA synthetase long chain family member 1
ACSL3	chr2	222860941	222944639	ENST00000357430.8	acyl-CoA synthetase long chain family member 3
ACSL3-AS1	chr2	222917386	222919363		ACSL3 antisense RNA 1
ACSL4	chrX	109624243	109733403	ENST00000672401.1	acyl-CoA synthetase long chain family member 4
ACSL5	chr10	112374115	112428379	ENST00000354655.9	acyl-CoA synthetase long chain family member 5
ACSL6	chr5	131949972	132012243	ENST00000651883.2	acyl-CoA synthetase long chain family member 6
ACSL6-AS1	chr5	132003591	132007041		ACSL6 antisense RNA 1
ACSM1	chr16	20623234	20698890	ENST00000520010.6	acyl-CoA synthetase medium chain family member 1
ACSM2A	chr16	20451460	20487669	ENST00000573854.6	acyl-CoA synthetase medium chain family member 2A
ACSM2B	chr16	20536225	20576427	ENST00000329697.10	acyl-CoA synthetase medium chain family member 2B
ACSM3	chr16	20610242	20797581	ENST00000289416.10	acyl-CoA synthetase medium chain family member 3
ACSM4	chr12	7304071	7328719	ENST00000399422.5	acyl-CoA synthetase medium chain family member 4
ACSM5	chr16	20409533	20441336	ENST00000331849.8	acyl-CoA synthetase medium chain family member 5
ACSM6	chr10	95194199	95228929	ENST00000394005.4	acyl-CoA synthetase medium chain family member 6
ACSS1	chr20	25006229	25058980	ENST00000323482.9	acyl-CoA synthetase short chain family member 1
ACSS2	chr20	34872145	34927962	ENST00000360596.7	acyl-CoA synthetase short chain family member 2
ACSS3	chr12	80936413	81261210	ENST00000548058.6	acyl-CoA synthetase short chain family member 3
ACTA1	chr1	229430364	229434104	ENST00000366684.7	actin alpha 1, skeletal muscle
ACTA2	chr10	88934821	88991339	ENST00000224784.10	actin alpha 2, smooth muscle
ACTA2-AS1	chr10	88932389	88940820		ACTA2 antisense RNA 1
ACTB	chr7	5526408	5563902	ENST00000646664.1	actin beta
ACTBL2	chr5	57480017	57482811	ENST00000423391.3	actin beta like 2
ACTC1	chr15	34790106	34795589	ENST00000290378.6	actin alpha cardiac muscle 1
ACTG1	chr17	81509412	81523847	ENST00000573283.7	actin gamma 1
ACTG1	chr17_MU273382v1_fix	165617	180052	ENST00000573283.7	actin gamma 1
ACTG2	chr2	73892313	73919865	ENST00000345517.8	actin gamma 2, smooth muscle
ACTL10	chr20	33666942	33668525	ENST00000677665.1	actin like 10
ACTL6A	chr3	179562885	179588407	ENST00000429709.7	actin like 6A
ACTL6B	chr7	100643096	100656448	ENST00000160382.10	actin like 6B
ACTL7A	chr9	108862265	108863756	ENST00000333999.5	actin like 7A
ACTL7B	chr9	108854587	108855986	ENST00000374667.5	actin like 7B
ACTL8	chr1	17755332	17827063	ENST00000375406.2	actin like 8
ACTL9	chr19	8697399	8698795	ENST00000324436.5	actin like 9
ACTMAP	chr19	40740855	40751553	ENST00000378313.7	actin maturation protease
ACTN1	chr14	68874122	68979440	ENST00000394419.9	actinin alpha 1
ACTN1-DT	chr14	68978861	68987463		ACTN1 divergent transcript
ACTN2	chr1	236664140	236764631	ENST00000366578.6	actinin alpha 2
ACTN3	chr11	66546394	66563334	ENST00000513398.2	actinin alpha 3
ACTN4	chr19	38647648	38731589	ENST00000252699.7	actinin alpha 4
ACTN4	chr19_KQ458386v1_fix	57284	141225	ENST00000252699.7	actinin alpha 4
ACTR10	chr14	58200079	58235636	ENST00000254286.9	actin related protein 10
ACTR1A	chr10	102461880	102502712	ENST00000369905.9	actin related protein 1A
ACTR1B	chr2	97655938	97664044	ENST00000289228.7	actin related protein 1B
ACTR1B	chr2_MU273342v1_fix	581969	590075	ENST00000289228.7	actin related protein 1B
ACTR2	chr2	65227787	65271253	ENST00000260641.10	actin related protein 2
ACTR3	chr2	113890062	113962596	ENST00000263238.7	actin related protein 3
ACTR3-AS1	chr2	113760276	113891064		ACTR3 antisense RNA 1
ACTR3B	chr7	152759748	152855378	ENST00000256001.13	actin related protein 3B
ACTR3C	chr7	150243915	150323725	ENST00000683684.1	actin related protein 3C
ACTR5	chr20	38748459	38772520	ENST00000243903.6	actin related protein 5
ACTR6	chr12	100199121	100241865	ENST00000188312.7	actin related protein 6
ACTR8	chr3	53867065	53882152	ENST00000335754.8	actin related protein 8
ACTRT1	chrX	128050961	128052403	ENST00000371124.5	actin related protein T1
ACTRT2	chr1	3021466	3022903	ENST00000378404.4	actin related protein T2
ACTRT3	chr3	169766920	169769561	ENST00000330368.3	actin related protein T3
ACVR1	chr2	157736250	157876330	ENST00000434821.7	activin A receptor type 1
ACVR1B	chr12	51951698	51997078	ENST00000257963.9	activin A receptor type 1B
ACVR1C	chr2	157526766	157628864	ENST00000243349.13	activin A receptor type 1C
ACVR2A	chr2	147844516	147930826	ENST00000241416.12	activin A receptor type 2A
ACVR2B	chr3	38453889	38493142	ENST00000352511.5	activin A receptor type 2B
ACVR2B-AS1	chr3	38451026	38454820		ACVR2B antisense RNA 1
ACVRL1	chr12	51906907	51923361	ENST00000388922.9	activin A receptor like type 1
ACY1	chr3	51983339	51989197	ENST00000636358.2	aminoacylase 1
ACY3	chr11	67642554	67650730	ENST00000255082.8	aminoacylase 3
ACYP1	chr14	75053236	75069483	ENST00000238618.8	acylphosphatase 1
ACYP2	chr2	53970837	54305300	ENST00000394666.9	acylphosphatase 2
ADA	chr20	44584895	44652252	ENST00000372874.9	adenosine deaminase
ADA2	chr22	17178789	17258235	ENST00000399837.8	adenosine deaminase 2
ADAD1	chr4	122378965	122429802	ENST00000296513.7	adenosine deaminase domain containing 1
ADAD2	chr16	84191137	84197168	ENST00000315906.10	adenosine deaminase domain containing 2
ADAM10	chr15	58588808	58749791	ENST00000260408.8	ADAM metallopeptidase domain 10
ADAM11	chr17	44758987	44781846	ENST00000200557.11	ADAM metallopeptidase domain 11
ADAM12	chr10	126012380	126388477	ENST00000448723.2	ADAM metallopeptidase domain 12
ADAM15	chr1	155050565	155062775	ENST00000356955.7	ADAM metallopeptidase domain 15
ADAM17	chr2	9488485	9556732	ENST00000310823.8	ADAM metallopeptidase domain 17
ADAM18	chr8	39584488	39730065	ENST00000265707.10	ADAM metallopeptidase domain 18
ADAM18	chr8_KI270822v1_alt	335122	480684	ENST00000265707.10	ADAM metallopeptidase domain 18
ADAM19	chr5	157395533	157575775	ENST00000257527.9	ADAM metallopeptidase domain 19
ADAM2	chr8	39743734	39838227	ENST00000265708.9	ADAM metallopeptidase domain 2
ADAM2	chr8_KI270822v1_alt	494373	588925	ENST00000265708.9	ADAM metallopeptidase domain 2
ADAM20	chr14	70522357	70535015	ENST00000256389.5	ADAM metallopeptidase domain 20
ADAM21	chr14	70417106	70460427	ENST00000603540.2	ADAM metallopeptidase domain 21
ADAM22	chr7	87934142	88202889	ENST00000413139.2	ADAM metallopeptidase domain 22
ADAM23	chr2	206443531	206621127	ENST00000264377.8	ADAM metallopeptidase domain 23
ADAM28	chr8	24294068	24359014	ENST00000265769.9	ADAM metallopeptidase domain 28
ADAM29	chr4	174829667	174978180	ENST00000359240.7	ADAM metallopeptidase domain 29
